"genus_category","genus_number","species_name","scientific_name","description","identification_features","fun_fact","rarity","id","created_date","updated_date","created_by_id"
"Blumen","72","Gewöhnliche Strandhafer","Ammophila arenaria","Die Sand-Gras ist eine mehrjährige Pflanze, die vor allem in sandigen Küstenbereichen vorkommt. Sie ist bekannt für ihre Fähigkeit, Sanddünen zu stabilisieren und trägt somit zur Vermeidung der Erosion bei.","Die Pflanze hat lange, schmale Blätter und bildet hohe Blütenähren mit feinen Blüten. Sie kann eine Höhe von bis zu einem Meter erreichen und hat eine tiefgehende Wurzelstruktur.","Wusstest du, dass Sand-Gräser helfen, die Dünen zu sichern? Sie sind wie die Baumeister der Küste!","Häufig","6920f61eb2984a6cff58743c","2025-11-21T23:30:38.786000","2025-12-13T22:39:25.204000","68ed5acb3c768a7480fef6a0"
"Blumen","71","Gewöhnliche Strandhafer","Calamagrostis arenaria","Das Sandgras ist eine mehrjährige Pflanze, die typischerweise in sandigen und nährstoffarmen Böden vorkommt. Es hat lange, schmale Blätter und bildet im Sommer lockere Blütenwedel.","Die überhängenden Blütenstände sind dünn und lanzettlich, die Blätter sind schmal und kerbseitig, in der Regel grün bis bläulich-grün gefärbt.","Sandgras wächst oft in Gebieten, die von Erosion bedroht sind, und hilft, den Boden zu stabilisieren.","Häufig","6920f59bce79fdf4dcb71ca9","2025-11-21T23:28:27.978000","2025-12-13T22:39:25.710000","68ed5acb3c768a7480fef6a0"
"Blumen","41","Echter Oregano","Origanum majorana","Der Echte Oregano ist eine aromatische Kräuterpflanze, die häufig in der mediterranen Küche verwendet wird. Er gehört zur Familie der Lippenblütler und ist bekannt für seinen intensiven Geschmack und Duft.","Der Oregano hat grüne, ovalförmige Blätter und kann leicht an seinem kräftigen, würzigen Duft erkannt werden. Die Pflanze erreicht eine Höhe von bis zu 80 cm.","Wusstest du, dass Oregano auch oft als Zauberpflanze angesehen wurde? In manchen Kulturen glaubte man, dass er Glück und Schutz bringt.","Häufig","6920cad990956350daf1c002","2025-11-21T20:26:01.435000","2025-12-13T22:39:26.277000","68ed5acb3c768a7480fef6a0"
"Sträucher","31","Schmal-Blutbinse","Juncus tenuis","Die Schmal-Blutbinse ist eine ausdauernde, sumpf- und wasserliebende Pflanze, die in feuchten Lebensräumen wie Wiesen und Uferzonen vorkommt. Sie hat schlanke, aufrechte Halme und trägt kleine, unscheinbare Blütenstände.","Die Pflanze hat dünne, lange Halme und bildet often dichte Bestände. Die Blüten sind grünlich und meist nicht auffällig.","Die Schmal-Blutbinse kann vielen Tieren und Insekten als Lebensraum dienen und trägt so zur Biodiversität der feuchten Lebensräume bei.","Häufig","69204553fe055302bd15979e","2025-11-21T10:56:19.563000","2025-12-13T22:39:26.844000","68ed5acb3c768a7480fef6a0"
"Bäume","27","gewöhnliche Thuja","Thuja occidentalis","Die gewöhnliche Thuja, auch bekannt als Lebensbaum, ist ein immergrüner Baum, der für seine dichte, schuppenartige Blattstruktur bekannt ist. Er kann als Heckenpflanze oder für die Gestaltung von Gärten verwendet werden.","Die Blätter sind schuppenförmig und grün bis graugrün. Die Rinde ist schuppig und bräunlich, und die Zapfen sind kleinen, holzigen Kegel, die reif bläulich gefärbt sind.","Die Thuja gilt als Symbol für Unsterblichkeit und wird oft in Gärten und Friedhöfen gepflanzt.","Häufig","692043a36f5031ebe16851c0","2025-11-21T10:49:07.292000","2025-12-13T22:39:27.403000","68ed5acb3c768a7480fef6a0"
"Sträucher","4","Hecken-Rose","Rosa dumalis","Die Hecken-Rose ist ein einheimischer Strauch, der vor allem in Gebüsch und Hecken vorkommt. Ihre zarten, duftenden Blüten blühen von Mai bis Juli und ziehen viele Insekten an.","Die Hecken-Rose hat meist pinkfarbene bis weiße Blüten mit fünf Blütenblättern. Die Stängel sind stachelig und die Blätter sind gefiedert. Die Frucht ist eine rote Hagebutte, die im Herbst reift.","Die Hagebutten sind sehr vitaminreich und können als Tee zubereitet oder zu Marmelade verarbeitet werden!","Häufig","691c3654619a9895c7410d1b","2025-11-18T09:03:16.607000","2025-12-13T22:39:27.941000","68f74de059737140aeca0a36"
"Sträucher","13","Haariger Ginster","Genista hirsuta","Die Haarige Genista ist ein strauchiger, blühender Vertreter aus der Familie der Hülsenfrüchtler. Sie ist bekannt für ihre auffälligen gelben Blüten, die im Frühling und Sommer erscheinen und einen hohen Nährwert für Bestäuber bieten.","Die Pflanze hat grazile, aufrechte Triebe mit schmalen, grünen Blättern und auffälligen gelben Blüten, die in Trauben angeordnet sind.","Die Blüten der Haarigen Genista ziehen viele Schmetterlinge an, die gerne von ihrer nektarreichen Blüten trinken!","Gelegentlich","691c360cd29b51ebf13b56de","2025-11-18T09:02:04.856000","2025-12-13T22:39:28.379000","68f74de059737140aeca0a36"
"Blumen","70","Geruchloses Muttersaats-Mutterkraut","Tripleurospermum inodorum","Das Geruchlose Muttersaats-Mutterkraut ist eine einjährige Pflanze, die häufig auf unbewachsenen Flächen sowie in Wiesen zu finden ist. Sie hat eine aufrechte Wuchsform und geringe Wuchshöhen von 20 bis 50 cm.","Helle, weiße Blütenstände mit gelben Mittelteilen, gefiederte Blattunterteile und eine aufrechte Wuchsform.","Die Blüten ziehen viele Insekten an und sind eine wichtige Nahrungsquelle für Bienen!","Häufig","691c3570f2e767be1a386895","2025-11-18T08:59:28.036000","2025-12-13T22:39:28.853000","68f74de059737140aeca0a36"
"Blumen","1","Jährliches Schwingel","Poa annua","Poa annua, auch als Jährliches Schwingel bekannt, ist eine einjährige Grasart, die häufig in Rasen und auf gestörten Böden wächst. Sie hat eine feine, weiche Textur und bildet häufig dichte Bestände.","Sie ist leicht an ihren kurzen, aufrechten Halmen und den grünen, schmalen Blättern zu erkennen. Die Blütenstände erscheinen meist in einer lockeren Rispe.","Das Jährliche Schwingel wächst oft dort, wo Menschen gehen und spielt eine wichtige Rolle im Ökosystem als Nahrung für viele kleine Tiere.","Häufig","691c352675a93aa2343c166c","2025-11-18T08:58:14.479000","2025-12-13T22:39:29.392000","68f74de059737140aeca0a36"
"Blumen","62","Haarige-Gleichblättrige-Kreuzblume","Cardamine hirsuta","Die Haarige Gleichblättrige Kreuzblume ist eine kleine, einjährige Pflanze, die in feuchten, schattigen Bereichen wächst. Sie hat zarte, weiße Blüten und kann bis zu einem gewissen Maß mit anderen Arten der Kreuzblüte verwechselt werden.","Die Pflanze hat gefiederte Blätter und weiße, vierblütige Blüten, die in traubenförmigen Blütenständen erscheinen. Ihre Stängel sind leicht behaart.","Die Samen dieser Pflanze können durch den Wind oder durch Wasser verbreitet werden, was sie zu einem spannenden Beispiel für die Fortpflanzung in der Natur macht.","Häufig","691c33d55819098b06bafbb9","2025-11-18T08:52:37.219000","2025-12-13T22:39:29.937000","68f74de059737140aeca0a36"
"Blumen","69","Runde Minze","Mentha × rotundifolia","Die Runde Minze ist eine hybride Minze, die häufig in Gärten und natürlich in Feuchtgebieten zu finden ist. Sie hat einen angenehmen Duft und wird oft als Gewürz oder in Tees verwendet.","Die Blätter sind rundlich und haben eine gezahnte Kante, die Pflanzen können eine Höhe von 30 bis 60 cm erreichen. Die Blüten sind klein, lila und wachsen in dichten Ähren.","Wusstest du, dass Minze nicht nur toll riecht, sondern auch Insekten vertreiben kann?","Häufig","691b4bd884648368f8d290d1","2025-11-17T16:22:48.997000","2025-12-13T22:39:30.418000","68ed5acb3c768a7480fef6a0"
"Blumen","69","Wasser-Minze","Mentha aquatica","Die Wasser-Minze ist eine mehrjährige Pflanze, die häufig an feuchten Orten wie Ufern und Gräben vorkommt. Sie zeichnet sich durch ihren starken Minzgeruch und die charakteristischen, gezahnten Blätter aus.","Die Pflanze hat quadratische Stängel, gezahnte Blätter und bildet rosa-violette Blütenstände. Der starke mintartige Duft ist ebenfalls ein wichtiges Erkennungsmerkmal.","Wasser-Minze wird häufig in der Küche verwendet und kann für Tees, Desserts und Cocktails verwendet werden. Sie zieht auch gerne Bienen und Schmetterlinge an!","Häufig","691b3b830b7c436af0b31bd1","2025-11-17T15:13:07.674000","2025-12-13T22:39:30.877000","68ed5acb3c768a7480fef6a0"
"Blumen","69","Echte Minze","Mentha spicata","Die Echte Minze ist eine mehrjährige Kräuterpflanze, die für ihren frischen, aromatischen Duft bekannt ist. Sie wächst häufig in feuchten Gebieten und hat schmale, lange Blätter und lila Blüten. Ihre Blätter werden oft in der Küche verwendet, um Speisen und Getränke zu aromatisieren.","Die Echte Minze hat quadratische Stängel, gegenständige Blätter und kleine, lila Blüten, die in dichten Ähren wachsen. Die Blätter sind intensiv duftend, wenn sie zerdrückt werden.","Wusstest du, dass die Echte Minze oft in der Zahnpasta verwendet wird, weil sie hilft, den Atem frisch zu halten?","Häufig","691b360e58c7f8c475e4c70c","2025-11-17T14:49:50.423000","2025-12-13T22:39:31.368000","68ed5acb3c768a7480fef6a0"
"Blumen","68","Echte Melisse","Melissa officinalis","Die Echte Melisse ist eine mehrjährige Pflanze, die für ihren zitronenartigen Duft bekannt ist. Sie wird häufig in der Küche als Gewürz und auch in der Naturheilkunde genutzt.","Die Pflanze hat gezackte, grüne Blätter und kleine, weiße bis blassgelbe Blüten, die in Wickeln angeordnet sind. Der Duft der Blätter ist charakteristisch und erinnert an Zitrusfrüchte.","Die Echte Melisse wird oft als Bienenpflanze bezeichnet, da sie Bienen anzieht und somit zur Bestäubung beiträgt.","Häufig","691b22d14bc7e9d6a5c25714","2025-11-17T13:27:45.014000","2025-12-13T22:39:31.876000","68ed5acb3c768a7480fef6a0"
"Bäume","9","Nordmanntanne","Abies nordmanniana","Die Nordmanntanne ist ein immergrüner Baum, der für seinen dichten, symmetrischen Wuchs und die weichen, graugrünen Nadeln bekannt ist. Sie wird oft als Weihnachtsbaum verwendet und stammt ursprünglich aus den Gebirgen des Kaukasus.","Die Nordmanntanne hat flache, glänzende Nadeln, die nicht pieksen und eine dunkelgrüne Farbe auf der Oberseite zeigen. Die Zweige sind gut ausgefahren, und die Zapfen sind aufrecht.","Die Nadeln der Nordmanntanne können bis zu 7 Jahre am Baum bleiben, bevor sie abfallen!","Häufig","691991ee5c6550d7718e7594","2025-11-16T08:57:18.193000","2025-12-13T22:39:32.379000","68ed5acb3c768a7480fef6a0"
"Sträucher","4","Damaskus-Rose","Rosa × damascena","Die Damaskus-Rose ist eine alte Rosensorte, die für ihren intensiven Duft und ihre schönen Blüten bekannt ist. Sie wird oft in der Parfümherstellung und zur Gewinnung von Rosenöl verwendet.","Die Blüten sind groß, gefüllt und haben eine rosafarbene bis purpurfarbene Blütenfarbe. Die Pflanze hat dornenbewehrte Triebe und glänzende, grüne Blätter.","Wusstest du, dass die Damaskus-Rose oft als Symbol für Liebe und Schönheit gilt?","Gelegentlich","69198ad26bc190b9a26ca491","2025-11-16T08:26:58.619000","2025-12-13T22:39:32.975000","68ed5acb3c768a7480fef6a0"
"Blumen","67","Echte Borretsch","Borago officinalis","Der Echte Borretsch ist eine einjährige Krautpflanze mit größeren, rauh behaarten Blättern und auffälligen blauen, sternförmigen Blüten. Diese Pflanze wird häufig in Gärten angebaut, nicht nur wegen ihrer kulinarischen Verwendung, sondern auch wegen ihrer dekorativen Blüten.","Die Pflanze hat breite, grüne Blätter, die rau und leicht behaart sind, und produziert leuchtend blaue Blüten mit fünf zackigen Blütenblättern.","Die Blüten sind essbar und können zur Dekoration von Salaten oder Cocktails verwendet werden!","Häufig","6917c1c86962dc7f3a93fbfc","2025-11-14T23:56:56.155000","2025-12-13T22:39:33.498000","68ed5acb3c768a7480fef6a0"
"Bäume","26","Gewöhnlicher Goldregen","Laburnum anagyroides","Der Gewöhnliche Goldregen ist ein dekorativer Laubbaum, der für seine auffälligen, hängenden Blütenstände bekannt ist. Die leuchtend gelben Blumen erscheinen im späten Frühling und sind eine wichtige Quelle für Nektar. Diese Pflanze ist in Europa weit verbreitet und wird oft in Gärten und Parks angepflanzt.","Der Baum hat gefiederte Blätter und hängende Trauben mit gelben Blüten. Die Blüten sind schmetterlingsartig und erscheinen in großen Gruppen. Im Herbst bilden sich die charakteristischen, haarigen Samenkapseln, die giftig sind.","Die Blumen des Goldregens können viel Nektar produzieren, was sie zu einem Anziehungspunkt für viele Insekten macht, insbesondere Bienen.","Häufig","690f7e5a3abef4fe7cebb596","2025-11-08T17:31:06.783000","2025-12-13T22:39:34.038000","68ed5acb3c768a7480fef6a0"
"Sträucher","3","Schwarz-Beere","Rubus elegantispinosus","Die Schwarz-Beere ist ein Strauch, der vor allem in Wäldern, Gebüschen und an Wegrändern verbreitet ist. Sie trägt aromatische, schwarze Beeren, die im Spätsommer reifen und sehr süß sind.","Die Pflanze hat stachelige Triebe, gefiederte Blätter und weiße bis rosafarbene Blüten, die im Frühsommer erscheinen. Die Beeren sind zunächst rot und färben sich beim Reifen schwarz.","Wusstest du, dass die Beeren nicht nur lecker sind, sondern auch viele Vitamine enthalten? Sie können frisch gegessen oder zu Marmelade verarbeitet werden!","Häufig","69075a0e22f931cf130cb6fe","2025-11-02T13:18:06.675000","2025-12-13T22:39:34.509000","68f8f0041bf0d5d35a22d795"
"Sträucher","23","Schräg-Säulen-Feuerdorn","Cotoneaster horizontalis","Der Schräg-Säulen-Feuerdorn ist ein immergrüner Strauch, der vor allem als Zierpflanze in Gärten und Parks verwendet wird. Er hat abgerundete, glänzende Blätter und trägt im Herbst rote oder orange Früchte, die Vögel anziehen.","Die Pflanze hat eine charakteristische, schräg wachsende Wuchsform, glatte, elliptische Blätter und kleine weiße Blüten, die im Sommer erscheinen.","Die Beeren des Feuerdorns sind nicht nur hübsch, sondern auch eine wichtige Nahrungsquelle für viele Vogelarten im Winter!","Häufig","690600a567e37a6c06fee5ba","2025-11-01T12:44:21.456000","2025-12-13T22:39:35.085000","68ed5acb3c768a7480fef6a0"
"Bäume","8","Rote-Fichte","Picea rubens","Die Rote Fichte ist ein großer Nadelbaum, der bis zu 50 Meter hoch werden kann und oft in kühlen Gebirgen vorkommt. Ihre Nadeln sind kurz, stechend und von bläulich-grüner Farbe. Die Rinde ist dünn und schuppig, oft rötlich-braun gefärbt.","Gerade, schlanke Formen, stachelige Nadeln und hängende, zylindrische Zapfen sind typische Merkmale der Roten Fichte.","Die Rinde der Roten Fichte wird oft von Tieren als Nestmaterial verwendet und die Zapfen können das Zuhause vieler Vögel sein.","Häufig","69038a285f506ef42c8a8210","2025-10-30T15:54:16.253000","2025-12-13T22:39:35.648000","68f74de059737140aeca0a36"
"Bäume","2","Oriental-Buche","Fagus orientalis","Die Oriental-Buche ist ein majestätischer Baum, der vor allem in den Wäldern des Kaukasus und angrenzenden Gebieten verbreitet ist. Sie kann eine Höhe von bis zu 40 Metern erreichen und hat eine glatte, graue Rinde sowie dichte, grüne Blätter.","Die Blätter sind oval bis lanzettlich mit einem gezackten Rand. In der Herbstzeit färben sie sich in ein schönes Gelb und Braun. Die Baumkrone ist breit und schirmförmig, wodurch sie eine markante Silhouette in der Landschaft bildet.","In vielen Kulturen wird die Buche als Baum des Lebens betrachtet, und ihre Holzart ist für die Herstellung von Möbeln und Böden sehr geschätzt.","Häufig","6903620a9686befe85ee3471","2025-10-30T13:03:06.166000","2025-12-13T22:39:36.147000","68ed5acb3c768a7480fef6a0"
"Bäume","11","Holländische Ulme","Ulmus × hollandica","Die Holländische Ulme ist ein großer Laubbaum, der häufig in städtischen und ländlichen Gebieten vorkommt. Sie ist bekannt für ihre weitreichende Kronenform und ihre Robustheit gegenüber städtischen Bedingungen.","Die Blätter sind asymmetrisch und haben eine deutlich ausgeprägte zentrale Nerven mit einer raue Oberflächenstruktur. Charakteristisch sind auch die kleinen, geflügelten Früchte.","Die Holländische Ulme kann bis zu 40 Meter hoch werden und ist ein beliebter Lebensraum für viele Vogelarten.","Häufig","68f8ffd762046f43ef34205b","2025-10-22T16:01:27.929000","2025-12-13T22:39:36.673000","68f8f0041bf0d5d35a22d795"
"Blumen","66","Blauer Eisenhut","Aconitum napellus","Der Blaue Eisenhut ist eine giftige Staude, die vor allem in Gebirgen und auf feuchten Wiesen vorkommt. Die Pflanze ist für ihre tiefblauen, charakteristischen Blüten bekannt, die im Spätsommer blühen.","Eisenhut hat große, schmale Blätter, die in Handform angeordnet sind, und die Blüten sind traubenförmig und meist intensiv blau gefärbt. Die Pflanze kann bis zu 1,5 Meter hoch werden.","Der Blaue Eisenhut enthält giftige Alkaloide, und schon der Verzehr einer kleinen Menge kann gefährlich sein!","Gelegentlich","68f8ff1e3e2c667cbb4734f1","2025-10-22T15:58:22.060000","2025-12-13T22:39:37.139000","68f8f0041bf0d5d35a22d795"
"Sträucher","30","Gewöhnlicher Rauchbaum","Cotinus coggygria","Der Gewöhnliche Rauchbaum ist ein laubabwerfender Strauch, der für seine auffälligen, gefransten Blütenstände bekannt ist, die im Sommer wie Rauch erscheinen. Seine Blätter zeigen im Herbst schöne, leuchtende Farben von gelb über orange bis rot.","Die charakteristischen Merkmale sind die großen, handförmigen Blätter und die gefiederten, rauchähnlichen Blütenstände. Die Blüten sind unauffällig, aber die Fruchtstände sind sehr dekorativ und können bis in den Herbst hinein sichtbar bleiben.","Der Rauchbaum wird oft in Gärten gepflanzt, weil er Schmetterlinge anzieht und dekorative Fruchtstände hat, die wie Rauch aussehen und daher zu seinem Namen führten.","Häufig","68f8fe8a62046f43ef3412a9","2025-10-22T15:55:54.875000","2025-12-13T22:39:37.652000","68ed5acb3c768a7480fef6a0"
"Sträucher","30","Gewöhnlicher Essigbaum","Cotinus coggygria","Der Gewöhnliche Essigbaum ist ein mittelgroßer Strauch oder kleiner Baum, der besonders für seine auffälligen Blätter und die gefärbten Blütenstände bekannt ist. Er hat eine charakteristische, rauchige Blütenpracht und ist in den Sommermonaten ein echter Blickfang.","Die Blätter sind oval und haben eine glatte Oberfläche. Die Blütenstände sind weich und scheinen wie Rauch zu schweben, was der Pflanze ihren Namen gibt. Die herbstlichen Farben variieren von Gelb bis Rot.","Die Pflanze wurde früher zur Herstellung von Essig verwendet, was ihr den Namen 'Essigbaum' einbrachte!","Gelegentlich","68f8fe84fe11a465aeb6fb5a","2025-10-22T15:55:48.392000","2025-12-13T22:39:38.173000","68f8f0041bf0d5d35a22d795"
"Sträucher","29","Kleinblütige-Mandel","Dasiphora fruticosa","Die Kleinblütige-Mandel ist ein zierlicher Strauch, der vor allem in trockenen und frischen Wäldern zu finden ist. Sie zeichnet sich durch ihre leuchtend gelben Blüten aus, die von Juni bis September blühen.","Die Pflanze hat gefiederte Blätter und zeigt typischerweise kleine, gelbe Blüten mit fünf Blütenblättern. Die Früchte sind kleine, behaarte Nüsschen.","Die Blüten der Kleinblütigen-Mandel sind eine hervorragende Nahrungsquelle für viele Insekten, besonders Bienen und Schmetterlinge.","Gelegentlich","68f8fd8b84dd16fec540ad6c","2025-10-22T15:51:39.018000","2025-12-13T22:39:38.648000","68ed5acb3c768a7480fef6a0"
"Sträucher","29","Gewöhnlicher Fingerstrauch","Dasiphora fruticosa","Der Gewöhnliche Fingerstrauch ist ein verbreiteter Strauch, der oft in lichten Wäldern und auf Wiesen vorkommt. Er zeichnet sich durch seine leuchtend gelben Blüten und die gefiederten Blätter aus, die ihm ein attraktives Aussehen verleihen.","Die Pflanzen haben gefiederte Blätter mit 5-7 Fiederblättchen. Die Blüten sind goldgelb und haben fünf Blütenblätter, die in dichten Trauben erscheinen.","Der Fingerstrauch kann in schwierigen Umgebungen wachsen und ist oft zur Begrünung von Hängen und als Bienenweide beliebt.","Häufig","68f8fd87f4dfd4fc34bb3745","2025-10-22T15:51:35.243000","2025-12-13T22:39:39.179000","68f8f0041bf0d5d35a22d795"
"Sträucher","7","Ovalblättriger Liguster","Ligustrum ovalifolium","Der Ovalblättrige Liguster ist ein immergrüner Strauch, der vor allem als Hecke und zur Begrünung verwendet wird. Seine ovalen Blätter sind dunkelgrün und glänzend, und er bildet kleine, weiße Blüten in Trauben während des Sommers.","Die ovalen, glänzenden Blätter sind charakteristisch, ebenso wie die weißen Blüten, die im Sommer erscheinen. Im Herbst entwickeln sich schwarze Beeren.","Der Liguster ist nicht nur schön, sondern auch für Vögel attraktiv, da sie die Beeren fressen und Nester in seinen dichten Zweigen bauen.","Häufig","68f8fd1b9b00e891cfcba72b","2025-10-22T15:49:47.195000","2025-12-13T22:39:39.683000","68f8f0041bf0d5d35a22d795"
"Blumen","64","Lanzett-Pionier","Symphyotrichum lanceolatum","Der Lanzett-Pionier ist eine mehrjährige, krautige Pflanze, die vor allem in feuchten Wiesen und Uferzonen vorkommt. Sie zeichnet sich durch ihre lanzettlichen, grünen Blätter und die charakteristischen, leuchtend blauen bis lilafarbenen Blütenköpfe aus.","Lanzettartige Blätter, die in einer Rosette wachsen, und Blütenköpfe mit zahlreichen strahlenförmigen Blütenblättern.","Die Blüten des Lanzett-Pioniers sind sehr beliebt bei Schmetterlingen und anderen Bestäubern, die sie gern aufsuchen!","Häufig","68f8fc9be7475c7dbe52f6d1","2025-10-22T15:47:39.596000","2025-12-13T22:39:40.524000","68ed5acb3c768a7480fef6a0"
"Sträucher","28","Efeu","Hedera hibernica","Der Efeu ist eine kriechende und kletternde Pflanze, die oft an Mauern, Bäumen und anderen Strukturen wächst. Er kann sowohl grüne als auch buntlaubige Sorten haben und ist immergrün, was bedeutet, dass er auch im Winter seine Blätter behält.","Efeu hat charakteristische, handförmige Blätter mit 3 bis 5 Lappen. Die Blätter sind glänzend und dunkelgrün, während die Blüten klein und unscheinbar sind, in großen Dolden angeordnet und typisch für die Pflanze sind.","Wusstest du, dass Efeu ein beliebter Lebensraum für viele Tiere ist? Vögel nutzen ihn gerne als Nistplatz!","Häufig","68f8fc382647498e4e271921","2025-10-22T15:46:00.194000","2025-12-13T22:39:41.025000","68ed5acb3c768a7480fef6a0"
"Sträucher","28","Gewöhnlicher Efeu","Hedera helix","Der Gewöhnliche Efeu ist eine immergrüne Kletterpflanze, die an Wänden, Bäumen oder anderen Objekten emporrankt. Er hat charakteristische, dunkelgrüne Blätter und kann bis zu 20 Meter hoch wachsen. Die Pflanze ist bekannt für ihre Fähigkeit, in schattigen und feuchten Umgebungen zu gedeihen.","Die Blätter sind oft herzförmig und haben eine glänzende Oberfläche, die Rinde ist braun und kann mit der Zeit verholzen. Charakteristisch sind die gelben Blüten, die im Herbst erscheinen und sich zu dunklen Beeren entwickeln.","Efeu ist nicht nur eine schöne Pflanze, sondern auch ein wichtiger Lebensraum für Vögel und Insekten. Zudem kann er helfen, die Luft zu reinigen!","Häufig","68f8fc1efda9ed42a149cd32","2025-10-22T15:45:34.447000","2025-12-13T22:39:41.488000","68f8f0041bf0d5d35a22d795"
"Sträucher","19","Gewöhnliche Weigelie","Weigela florida","Die Gewöhnliche Weigelie ist ein attraktiver Strauch, der für seine auffälligen, trichterförmigen Blüten bekannt ist. Diese Pflanzen blühen im späten Frühling und ziehen zahlreiche Bestäuber an. Ihre Blätter sind grün und oval, was dem Strauch eine schöne Form verleiht.","Typisch sind die rosafarbenen bis weißen Blüten und die glänzenden, grünen Blätter. Der Strauch kann bis zu 2 Meter hoch werden und hat eine dichte, aufrechte Wuchsform.","Die Blüten der Weigelie sind nicht nur schön, sondern bieten auch Nektar für Bienen und Schmetterlinge, was sie zu einer großartigen Pflanze für einen bienenfreundlichen Garten macht!","Häufig","68f8fb469b00e891cfcb99c9","2025-10-22T15:41:58.938000","2025-12-13T22:39:41.991000","68f8f0041bf0d5d35a22d795"
"Sträucher","19","Bunte-Weigelie","Weigela hortensis","Die Bunte-Weigelie ist ein attraktiver Strauch, der für seine auffälligen Blüten bekannt ist. Sie blüht im Frühjahr und bietet eine Vielzahl von Blütenfarben, darunter rosa und weiß.","Die Bunte-Weigelie hat eine charakteristische, hängende Blütenform und ovale, grüne Blätter. Ihre Blüten erscheinen in trichterförmigen Formen, die in Gruppen wachsen.","Die Blüten der Weigelie ziehen viele Bestäuber wie Schmetterlinge an, weshalb sie oft in Schmetterlingsgärten gepflanzt wird.","Gelegentlich","68f8fb41a08eff4b2550576e","2025-10-22T15:41:53.417000","2025-12-13T22:39:42.523000","68ed5acb3c768a7480fef6a0"
"Bäume","8","Serbische Fichte","Picea omorika","Die Serbische Fichte ist ein immergrüner Baum, der in den Gebirgen des Balkans heimisch ist. Sie erreicht eine Wuchshöhe von 30 bis 40 Metern und hat eine schmale, kegelförmige Krone.","Die Nadeln sind kurz, steif und dunkelgrün; die Zapfen sind schmal und zylindrisch. Ein typisches Merkmal sind die hängenden Äste.","Die Serbische Fichte wird oft als Weihnachtsbaum verwendet, da sie sehr schön aussieht und ihren Duft über einen langen Zeitraum behält.","Gelegentlich","68f8f9a75459467882a24730","2025-10-22T15:35:03.974000","2025-12-13T22:39:43.001000","68ed5acb3c768a7480fef6a0"
"Bäume","7","Arve","Pinus cembra","Die Zirbe ist ein immergrüner Baum, der in den Alpen und anderen Gebirgen Europas wächst. Sie ist bekannt für ihr aromatisches Holz und die charakteristische, schneeartige Nadelform.","Die Zirbe besitzt lange, weiche Nadeln, die in Gruppen zu fünf zusammenstehen. Der Baum hat eine breite, kegelförmige Krone und bildet rötlich-braune, flache Zapfen.","Zirbenholz hat einen angenehmen Duft und soll einen beruhigenden Effekt auf den Schlaf haben, weshalb viele Menschen Zirbenmöbel für ihr Schlafzimmer bevorzugen.","Häufig","68f8f955f82d4b735b243bcc","2025-10-22T15:33:41.297000","2025-12-13T22:39:43.441000","68f8f0041bf0d5d35a22d795"
"Sträucher","4","Apfel-Rose","Rosa rugosa","Die Rosa rugosa, auch als Apfel-Rose bekannt, ist ein meist strauchiger Zierstrauch mit duftenden, gefüllten Blüten, die in verschiedenen Farbtönen auftreten, meistens in Rosa oder Weiß. Diese Pflanze ist besonders robust und pflegeleicht.","Die Blätter sind dunkelgrün, gefiedert und ledrig. Die Blüten sind groß, voll und duftend, mit vielen Blütenblättern und erscheinen oft in Gruppen.","Die Rosa rugosa ist besonders bekannt für ihre Haltbarkeit und ihre Fähigkeit, sich an verschiedene Bodenverhältnisse anzupassen. Ihre Früchte, die Hagebutten, sind essbar und reich an Vitamin C.","Häufig","68f8f8404afc4e61ef489437","2025-10-22T15:29:04.164000","2025-12-13T22:39:43.921000","68f8f0041bf0d5d35a22d795"
"Sträucher","26","Dreilappige-Jungfernrebe","Parthenocissus tricuspidata","Die Dreilappige Jungfernrebe ist eine kletternde Pflanze, die an Wänden, Zäunen und Bäumen emporranken kann. Sie ist für ihr dekoratives Blattwerk bekannt, das sich im Herbst färbt.","Die Blätter sind dreilappig und erinnern an die Form eines Ahorns. Im Herbst färben sie sich leuchtend rot und orange. Die Pflanze trägt kleine, grünliche Blüten, gefolgt von blauen Trauben.","Die Blätter der Dreilappigen Jungfernrebe können eine riesige Fläche abdecken und bieten Lebensraum für verschiedene Tierarten.","Gelegentlich","68f8f80cf4dfd4fc34bb14f7","2025-10-22T15:28:12.081000","2025-12-13T22:39:44.406000","68f8f0041bf0d5d35a22d795"
"Sträucher","27","Dreilappige-Weinrebe","Parthenocissus tricuspidata","Die Dreilappige Weinrebe ist eine kletternde Pflanze, die häufig an Fassaden oder Zäunen zu finden ist. Sie besitzt charakteristische, dreilappige Blätter und trägt im Herbst leuchtend rote Blätter. Die Pflanze ist bekannt für ihre Fähigkeit, sich leicht an verschiedenen Oberflächen festzukrallen.","Die Haupterkennungsmerkmale sind die dreilappigen Blätter und die samtige Oberfläche der jungen Triebe. Im Herbst färben sich die Blätter intensiv rot.","Die Dreilappige Weinrebe kann bis zu 20 Meter hoch klettern und ihre Blätter sind auch eine wichtige Nahrungsquelle für bestimmte Schmetterlingsarten.","Häufig","68f8f7fdabd7403e12d08a70","2025-10-22T15:27:57.349000","2025-12-13T22:39:44.931000","68ed5acb3c768a7480fef6a0"
