"quest_number","title","description","requirement","category","required_discoveries","target_genus_name","target_species_name","id","created_date","updated_date","created_by_id","created_by"
"220","Die teuerste Blume der Welt","Tulpen geh?ren zu den auff?lligsten Fr?hlingsblumen ? doch sie sind auch Teil eines der erstaunlichsten Kapitel der Wirtschaftsgeschichte. Im 17. Jahrhundert l?ste die Tulpe in den Niederlanden eine der ersten bekannten Spekulationsblasen aus: Einzelne Zwiebeln wurden zeitweise teurer gehandelt als H?user. Die Pflanze selbst bl?ht nur kurz, speichert ihre Kraft aber ?ber Monate in der Zwiebel ? ein biologisches Prinzip, das perfekt zur Idee von Wert auf Vorrat passte. Finde eine bl?hende Tulpe und entdecke, wie eine Pflanze Natur, Kultur und Wirtschaft miteinander verbindet.","Scanne eine bl?hende Tulpe.","Alle","1","Tulpe","","693ff5e8b952d59d52d4a6df","2025-12-15T11:50:00.131000","2025-12-15T11:50:00.131000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"219","Der violette Hummelfreund","Der Wiesensalbei ist eine der besten ?Hummel-Blumen? unserer Wiesen. Seine gro?en, violetten Bl?ten sind so gebaut, dass vor allem schwere Best?uber wie Hummeln sie nutzen k?nnen. Wenn eine Hummel auf der Bl?te landet, l?st sie eine raffinierte Hebelmechanik aus: Zwei Staubbl?tter klappen nach unten und bestreichen gezielt ihren R?cken mit Pollen. Beim n?chsten Bl?tenbesuch wird dieser Pollen wieder abgestreift ? die Pflanze ist best?ubt.
So zeigt der Wiesensalbei beispielhaft, wie Pflanzen und Best?uber sich ?ber Millionen Jahre aneinander angepasst haben ? und warum artenreiche Wiesen ohne Hummeln kaum funktionieren w?rden.","Scanne einen bl?henden Wiesensalbei.","Blumen","1","Salbei","","693ff4e2f4f5fa7ad2721f09","2025-12-15T11:45:38.926000","2025-12-15T11:45:38.926000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"218","Der Duft des Fr?hlingswaldes","Ein stiller Klassiker des Fr?hlingswaldes. Der Waldmeister bedeckt im sp?teren Fr?hling die lichteren Laubw?lder mit zarten wei?en Bl?ten und sternf?rmigen Blattquirlen. Er duftet aromatisch ? allerdings erst, wenn die Pflanze welkt oder trocknet ? und ist die Grundlage f?r die Geschmacksrichtung, bekannt von Limonaden oder Wackelpudding.","Scanne Waldmeister in Bl?te (wei?e, kleine Sternbl?ten).","Blumen","1","","Echter Waldmeister","693c4c3e9b7a514f0182a6a0","2025-12-12T17:09:18.164000","2025-12-12T17:09:18.164000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"217","Zarte F?den im Wiesengr?n","Eine elegante, zarte und ?kologisch bedeutsame Pflanzenart, die feuchte Wiesen und Wegr?nder im sp?teren Fr?hling pr?gt. Die Kuckuckslichtnelke ist ein Symbol des sp?ten Fr?hlings: Ihre tief eingeschnittenen, fadenf?rmigen Bl?tenbl?tter verleihen den Wiesen ein rosa Schimmern. Sie w?chst bevorzugt auf feuchten, n?hrstoffreichen Wiesen, die in dieser Jahreszeit voller Leben sind.","Scanne eine bl?hende Kuckuckslichtnelke.","Blumen","1","Nelkengew?chse","Kuckucks-Lichtnelke","693c49ae781ea3afbd24bfad","2025-12-12T16:58:22.861000","2025-12-12T16:58:22.861000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"216","Farbenrausch im Fr?hlingswald","Der Lerchensporn f?rbt die Laubw?lder im Fr?hling in zarte Rosa-, Wei?- und Violettt?ne. Wie andere Fr?hlingsgeophyten nutzt er das kurze Lichtfenster vor dem Laubaustrieb der B?ume. Finde einen Lerchensporn im Wald und entdecke, wie diese Pflanzen durch raffinierte Speicherorgane und ihr perfektes Timing die Energie des beginnenden Fr?hlings einfangen.","Scanne einen bl?henden Lerchensporn.","Blumen","1","Lerchensporn","","693c45f165e0e822462ed745","2025-12-12T16:42:25.571000","2025-12-12T16:42:25.572000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"215","Wei?es Meer aus Bl?ten","Die Schlehe flutet den Fr?hling mit einem wahren Bl?tenmeer: Noch bevor Bl?tter erscheinen, ?ffnen sich tausende wei?e Bl?ten entlang der Hecken. Diese fr?he und massenhafte Bl?te bietet Insekten enorme Mengen an Nahrung - und im Herbst werden aus den befruchteten Bl?te wichtige Fr?chte f?r V?gel und S?ugetiere. Finde eine Schlehe - auch Schwarzdorn genannt - im Bl?tenkleid.","Scanne eine bl?hende Schlehe (wei?e Bl?ten am dornigen Strauch).","Str?ucher","1","Schlehe","","693c37186bba8d0d88eed9d5","2025-12-12T15:39:04.638000","2025-12-12T19:42:00.422000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"214","Sonnenkind der Magerwiesen","Das Fr?hlings-Fingerkraut ist einer der ersten Farbtupfer auf trockenen, sonnigen Wiesen. Es bildet dichte, bodennahe Polster und leuchtend gelbe Bl?ten. Finde dieses robuste, fr?hbl?hende Kraut und erkunde dessen magereren Standorte.","Scanne ein bl?hendes Fr?hlings-Fingerkraut.","Blumen","1","Fingerkraut","Fr?hlings-Fingerkraut","693c2fcee834712782df32ba","2025-12-12T15:07:58.669000","2025-12-12T15:07:58.669000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"213","Die harmlose, bl?hende Schwester","Die Rot-Taubnessel (Lamium purpureum) ist ein echter Fr?hstarter: Sie bl?ht oft schon im Februar und bringt mit ihren purpurfarbenen Bl?ten Farbe in die noch graue Landschaft. Anders als die Brennnessel brennt sie nicht ? ihre Bl?tter sind weich und v?llig ungef?hrlich. Damit ist sie nicht nur h?bsch, sondern auch freundlich zu Mensch und Tier. Genauso wie die Brennessel wirkt sie reinigend auf das Blut und hilft in Form von Tee auch bei Erk?ltungen.","Scanne eine bl?hende Rot-Taubnessel","Blumen","1","Taubnessel","","693c2c37157eed72095c2d26","2025-12-12T14:52:39.762000","2025-12-12T14:52:39.762000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"212","Der Schl?ssel zum Fr?hling","Eine der wichtigsten und traditionsreichsten Fr?hlingspflanzen unserer Wiesen - ?kologisch und kulturell bedeutend. Die Schl?sselblume bringt leuchtendes Gelb auf n?hrstoffarme Wiesen und kalkreiche B?den. Ihre r?hrenf?rmigen Bl?ten sind perfekt an langr?sselige Best?uber wie Hummeln angepasst. ","Scanne eine bl?hende Schl?sselblume.","Blumen","1","Schl?sselblume","","693c2333c331aee13d0d7198","2025-12-12T14:14:11.004000","2025-12-12T14:14:11.004000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"211","Wei?er Teppich im Wald","Das Buschwindr?schen verwandelt die noch kahlen Laubw?lder in wei?e Bl?tenteppiche. Es nutzt das kurze Zeitfenster zwischen Winterende und dem Laubaustrieb der B?ume, um LIcht zu sammeln, zu bl?hen und sich zu verbreiten.","Scanne ein Buschwindr?schen oder eine Gruppe davon in Bl?te.","Blumen","1","Windr?schen","Buschwindr?schen","693c2014c563c84a021c54fc","2025-12-12T14:00:52.475000","2025-12-12T14:00:52.475000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"210","Fr?hling am Wasser","Die Pestwurz ist ein eindrucksvoller Fr?hbl?her: Ihre rosafarbenen, zapfenartigen Bl?ten erscheinen an Bachufern und feuchten Standorten - oft lange vor ihren riesigen schirmartigen Bl?ttern. Diese Pflanzen wurden schon in der Antike als Heilkraut verwendet und hilfen bei Beschwerden wie Migr?ne, Heuschnupfen, Asthma und Husten.","Scanne eine Pestwurz","Blumen","1","Pestwurz","","693c1ecb00aebf07b1fdf3ea","2025-12-12T13:55:23.843000","2025-12-16T17:31:47.344000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"209","Weidenk?tzchen","Anders als der Name vermuten l?sst, handelt es sich bei den Weidenk?tzchen nicht um s??e Haustiere. Die Salweide f?llt im Fr?hjahrsbeginn durch ihren zarten, flaumartigen Bl?tenstand auf. Mit ihren gr?n-grauen K?tzchen werden ihre ?ste von vielen zum Fr?hlingsbeginn als Dekoration im Innenraum verwendet.","Scanne eine Salweide mit K?tzchen.","B?ume","1","","Salweide","693c0403810e94b2e2688e66","2025-12-12T12:01:07.142000","2025-12-12T14:14:32.165000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"208","Farbexplosionen","Mit dem Krokus beginnt der Fr?hling nicht nur biologisch sondern auch emotional. Ganze Parks und Wiesen sind bedeckt in den in unterschiedlichen Farben leuchtenden Bl?ten. An sonnigen Tagen ?ffnen diese sich und bieten fr?h fliegenden Bienen wertvollen Nektar. Durch die Form wird das Sonnenlicht innerhalb der Bl?te geb?ndelt. Die Bl?te bietet Bienen so einen angenehmen Rastplatz f?r eine Pause.","Scanne 3 bl?hende Korkusse.","Blumen","3","Krokus","","693bf86d69f35ece1588b094","2025-12-12T11:11:41.837000","2025-12-12T11:11:41.837000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"207","Der Fr?hling klingelt","Der M?rzenbecher - auch Fr?hlingsknotenblume genannt - zeigt mit seinen wei?en, glockenf?rmigen Bl?ten die beginnende W?rme des Fr?hfr?hlings. Er w?chst bevorzugt an feuchten Stellen und nutzt die kurze Zeitspanne, in der Wald und Wiesen noch lichtdurchflutet sind. Suche nach diesem elegenten Fr?hlingsboten, der zu den wichtigsten Zeigerpflanzen des Jahreszeitenwechsels geh?rt.","Finde und scanne einen M?rzenbecher in Bl?te","Blumen","1","M?rzenbecher","","693be83ec51108953a3b3c06","2025-12-12T10:02:38.767000","2025-12-12T10:02:38.767000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"206","Die Sonne vor den Bl?ttern","Die gelben Bl?ten des Huflattich erscheinen schon im Vorfr?hling, lange bevor die Pflanze ihre Bl?tter bildet. Dank seiner fr?hen Bl?tephase, ist er ein wertvoller Nektarspender f?r Insekten in der kalten Jahreszeit. Er w?chst an Wegr?ndern, B?schungen, Schotterbereichen und Ufern. Die Bl?tter erscheinen erst nach der Bl?te, wenn die Sonne st?rker scheint.","Scanne einen Huflattich mit voll ge?ffneten gelben Bl?ten.","Blumen","1","Huflattich","","693be0aacaec5352d574736a","2025-12-12T09:30:18.991000","2025-12-12T09:30:18.991000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"205","Bote des Vorfr?hlings","Wenn der Boden noch gefroren ist und Schnee auf den Wiesen liegt, bricht das Schneegl?ckchen schon durch die Erde. Es ist ein Symbol f?r den ?bergang zwischen Winter und Fr?hling und zeigt, wie Pflanzen Energie speichern, um genau dann zu bl?henm, wenn fasst nichts anderes bl?ht. Entdecke ein Schneegl?ckchen und lerne, warum es jedes Jahr so fr?h erscheint.","Finde und scanne ein Schneegl?kchen in Bl?te.","Blumen","1","Schneegl?ckchen","","693bd2aa7c5cc7fd2747bfba","2025-12-12T08:30:34.189000","2025-12-12T11:21:58.438000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"204","Gelb im Grau","Der Winterjasmin bl?ht, wenn fast alle anderen Pflanzen noch schlafen. Seine leuichtend gelben Bl?ten bringen Farbe in die ?triste Jahreszeit und liefern fr?hen Insekten erste Nahrung, sobald w?rmere Tage kommen. Entdecke den Winterjasmin und erfahre, wie seltene Winterbl?her die Br?cke zwischen Winterruhe und Fr?hling schlagen.","Finde und scanne einen Winterjasmin mit offenen gelben Bl?ten.","Str?ucher","1","Jasmin","","693bc03b979b7160a218da43","2025-12-12T07:11:55.357000","2025-12-12T07:11:55.357000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"203","H?terin der Ufer","Die Schwarzerle ist eine der ?berraschend aktiven Pflanzen im sp?ten Winter. Ihre r?tlichen m?nnlichen K?tzchen und die kleinen schwarzen ?Zapfen? der Vorjahre sind schon jetzt gut sichtbar. Als wichtiger Uferbaum sch?tzt sie Fl?sse und Teiche vor Erosion ? selbst wenn die Landschaft noch kahl ist. Entdecke die Schwarzerle und erfahre, wie sie Wasserlandschaften stabil h?lt.","Finde und scanne eine Schwarzerle mit K?tzchen oder alten Erlenz?pfchen.","B?ume","1","Erle","Schwarzerle","693b38f129bd4036048a167f","2025-12-11T21:34:41.538000","2025-12-11T21:34:41.538000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"202","Fr?hstart der Natur","Auch wenn alles noch kahl und kalt wirkt ? die Hasel beginnt bereits im tiefen Winter mit ihrer Bl?te. Ihre gelben K?tzchen h?ngen auff?llig an den Zweigen und geben den Startschuss f?r den neuen Pflanzenzyklus. Entdecke die Hasel und erfahre, warum manche Pflanzen so unglaublich fr?h aktiv werden.","Finde und scanne einen Haselstrauch mit sichtbaren K?tzchen.","Str?ucher","1","Haselnuss","","693b353c1e66348c88ea08e6","2025-12-11T21:18:52.502000","2025-12-11T21:18:52.502000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"201","Winterw?chterin","Die Stechpalme (Ilex) beh?lt ihre gl?nzend gr?nen Bl?tter ? selbst im dunkelsten Winter. Ihre roten Beeren sind in dieser Jahreszeit eine der wenigen Nahrungsquellen f?r V?gel. Entdecke diese robuste Winterw?chterin und lerne, wie Pflanzen auch in der kalten Jahreszeit das ?kosystem st?tzen.","Scanne eine Stechpalme (Ilex), die im Winter ihr Gr?n tr?gt.","Str?ucher","1","Stechpalme","","691e485b1593f1ff42db6e85","2025-11-19T22:44:43.338000","2025-12-11T21:13:38.781000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
